scan_id,bag_tag_number,passenger_id,flight_id,scan_location,scan_ts,scan_status,connecting_flight_id
SCN00005772,BT37449718,PAX04661,FLT00179,TRANSFER_BELT,2024-01-15T18:28:00,MISREAD,FLT00223
SCN00005773,BT53741022,PAX07727,FLT00224,SCREENING,2024-01-15T20:49:00,OK,
SCN00005774,BT39889065,PAX03063,FLT00010,CHECK_IN,2024-01-15T16:20:00,OK,
SCN00005775,BT53714169,PAX06319,FLT00167,CAROUSEL,2024-01-15T19:51:00,OK,
SCN00005776,BT50912213,PAX06406,FLT00266,SCREENING,2024-01-15T22:55:00,OK,
SCN00005777,BT82619028,PAX01305,FLT00266,AIRCRAFT_LOAD,2024-01-15T08:23:00,OK,
SCN00005778,BT80003571,PAX03611,FLT00384,SCREENING,2024-01-15T21:40:00,OK,
SCN00005779,BT70640557,PAX00191,FLT00393,AIRCRAFT_LOAD,2024-01-15T07:22:00,OK,
SCN00005780,BT72147263,PAX05931,FLT00112,AIRCRAFT_LOAD,2024-01-15T02:39:00,MISREAD,
SCN00005781,BT57252720,PAX04412,FLT00069,TRANSFER_BELT,2024-01-15T06:38:00,EXCEPTION,FLT00075
SCN00005782,BT37227505,PAX07677,FLT00362,CAROUSEL,2024-01-15T04:49:00,EXCEPTION,
SCN00005783,BT60100199,PAX06957,FLT00011,CHECK_IN,2024-01-15T04:52:00,OK,
SCN00005784,BT28210506,PAX05210,FLT00231,CAROUSEL,2024-01-15T02:50:00,OK,
SCN00005785,BT22811539,PAX06795,FLT00147,AIRCRAFT_LOAD,2024-01-15T18:16:00,OK,
SCN00005786,BT83124514,PAX04173,FLT00357,CAROUSEL,2024-01-15T16:23:00,OK,
SCN00005787,BT22045987,PAX01937,FLT00226,AIRCRAFT_UNLOAD,2024-01-15T22:03:00,MISREAD,
SCN00005788,BT80466148,PAX00255,FLT00354,TRANSFER_BELT,2024-01-15T13:21:00,OK,FLT00260
SCN00005789,BT34737815,PAX04421,FLT00299,AIRCRAFT_UNLOAD,2024-01-15T04:34:00,OK,
SCN00005790,BT97874607,PAX06413,FLT00398,SCREENING,2024-01-15T22:52:00,EXCEPTION,
SCN00005791,BT54304598,PAX03711,FLT00353,CAROUSEL,2024-01-15T14:24:00,OK,
SCN00005792,BT75326548,PAX06489,FLT00389,AIRCRAFT_LOAD,2024-01-15T11:12:00,OK,
SCN00005793,BT31277857,PAX05131,FLT00168,AIRCRAFT_LOAD,2024-01-15T07:16:00,OK,
SCN00005794,BT82699332,PAX07903,FLT00337,SCREENING,2024-01-15T11:34:00,EXCEPTION,
SCN00005795,BT46081427,PAX06554,FLT00068,AIRCRAFT_UNLOAD,2024-01-15T21:18:00,EXCEPTION,
SCN00005796,BT79498850,PAX00466,FLT00230,CHECK_IN,2024-01-15T21:04:00,EXCEPTION,FLT00375
SCN00005797,BT68052224,PAX04672,FLT00304,TRANSFER_BELT,2024-01-15T08:54:00,MISREAD,FLT00308
SCN00005798,BT45298340,PAX02785,FLT00039,CHECK_IN,2024-01-15T15:07:00,MISREAD,
SCN00005799,BT30396086,PAX05050,FLT00073,CHECK_IN,2024-01-15T15:00:00,OK,
SCN00005800,BT79296165,PAX05986,FLT00194,CHECK_IN,2024-01-15T12:26:00,OK,
SCN00005801,BT60097720,PAX05744,FLT00254,TRANSFER_BELT,2024-01-15T05:36:00,OK,FLT00126
SCN00005802,BT66574013,PAX05333,FLT00098,CAROUSEL,2024-01-15T02:25:00,OK,
SCN00005803,BT54701874,PAX05336,FLT00334,TRANSFER_BELT,2024-01-15T16:10:00,OK,FLT00162
SCN00005804,BT94093976,PAX00284,FLT00352,AIRCRAFT_UNLOAD,2024-01-15T15:05:00,MISREAD,
SCN00005805,BT28813472,PAX01756,FLT00164,SCREENING,2024-01-15T20:40:00,MISREAD,
SCN00005806,BT88172993,PAX05531,FLT00001,CAROUSEL,2024-01-15T20:43:00,MISREAD,
SCN00005807,BT79657898,PAX07668,FLT00197,TRANSFER_BELT,2024-01-15T03:03:00,MISREAD,FLT00036
SCN00005808,BT22316104,PAX07245,FLT00002,AIRCRAFT_LOAD,2024-01-15T05:23:00,OK,
SCN00005809,BT33410233,PAX07489,FLT00105,CAROUSEL,2024-01-15T15:39:00,OK,
SCN00005810,BT65565599,PAX04189,FLT00016,AIRCRAFT_UNLOAD,2024-01-15T13:23:00,MISREAD,
SCN00005811,BT48413664,PAX02139,FLT00395,MAKEUP_BELT,2024-01-15T09:08:00,EXCEPTION,FLT00058
SCN00005812,BT36629338,PAX01424,FLT00221,TRANSFER_BELT,2024-01-15T18:52:00,EXCEPTION,FLT00214
SCN00005813,BT38509708,PAX07078,FLT00287,TRANSFER_BELT,2024-01-15T09:38:00,OK,FLT00368
SCN00005814,BT88831407,PAX00622,FLT00351,AIRCRAFT_UNLOAD,2024-01-15T03:52:00,OK,
SCN00005815,BT49867888,PAX05722,FLT00124,CHECK_IN,2024-01-15T22:10:00,EXCEPTION,
SCN00005816,BT75526715,PAX02699,FLT00395,AIRCRAFT_LOAD,2024-01-15T19:29:00,OK,
SCN00005817,BT84534322,PAX00996,FLT00285,TRANSFER_BELT,2024-01-15T03:07:00,OK,FLT00270
SCN00005818,BT73421110,PAX02288,FLT00237,SCREENING,2024-01-15T22:25:00,OK,
SCN00005819,BT40655028,PAX00859,FLT00063,SCREENING,2024-01-15T15:11:00,OK,
SCN00005820,BT69158496,PAX02533,FLT00199,CHECK_IN,2024-01-15T09:24:00,OK,FLT00109
SCN00005821,BT24346289,PAX01089,FLT00037,AIRCRAFT_LOAD,2024-01-15T20:00:00,OK,
SCN00005822,BT12276520,PAX02527,FLT00091,CAROUSEL,2024-01-15T10:20:00,OK,
SCN00005823,BT52240254,PAX04309,FLT00279,AIRCRAFT_UNLOAD,2024-01-15T05:08:00,OK,
SCN00005824,BT92011499,PAX06652,FLT00086,CHECK_IN,2024-01-15T16:08:00,OK,FLT00135
SCN00005825,BT25616039,PAX03122,FLT00177,SCREENING,2024-01-15T17:28:00,OK,
SCN00005826,BT22003202,PAX04533,FLT00291,CHECK_IN,2024-01-15T02:19:00,MISREAD,
SCN00005827,BT23000847,PAX07653,FLT00022,CHECK_IN,2024-01-15T04:22:00,EXCEPTION,
SCN00005828,BT34276270,PAX06208,FLT00166,CHECK_IN,2024-01-15T09:41:00,EXCEPTION,
SCN00005829,BT32803202,PAX01279,FLT00100,AIRCRAFT_UNLOAD,2024-01-15T02:36:00,OK,
SCN00005830,BT70234588,PAX07824,FLT00017,SCREENING,2024-01-15T03:01:00,MISREAD,
SCN00005831,BT85165321,PAX07272,FLT00047,TRANSFER_BELT,2024-01-15T22:22:00,OK,FLT00003
SCN00005832,BT20032677,PAX07091,FLT00387,MAKEUP_BELT,2024-01-15T15:14:00,MISREAD,
SCN00005833,BT41704978,PAX06685,FLT00207,CHECK_IN,2024-01-15T17:53:00,EXCEPTION,FLT00253
SCN00005834,BT31034531,PAX00298,FLT00324,CAROUSEL,2024-01-15T11:38:00,OK,
SCN00005835,BT86693202,PAX07831,FLT00283,CHECK_IN,2024-01-15T16:48:00,OK,
SCN00005836,BT57087711,PAX01874,FLT00124,SCREENING,2024-01-15T14:22:00,OK,
SCN00005837,BT63989064,PAX05819,FLT00096,AIRCRAFT_LOAD,2024-01-15T06:30:00,OK,
SCN00005838,BT14787188,PAX02559,FLT00296,MAKEUP_BELT,2024-01-15T14:53:00,OK,
SCN00005839,BT14764128,PAX07197,FLT00186,CAROUSEL,2024-01-15T04:32:00,OK,
SCN00005840,BT39707606,PAX05387,FLT00065,CHECK_IN,2024-01-15T22:11:00,EXCEPTION,
SCN00005841,BT17396764,PAX07086,FLT00301,TRANSFER_BELT,2024-01-15T07:06:00,OK,FLT00001
SCN00005842,BT74123707,PAX02535,FLT00048,CAROUSEL,2024-01-15T08:52:00,OK,
SCN00005843,BT66318731,PAX03399,FLT00173,SCREENING,2024-01-15T10:04:00,MISREAD,
SCN00005844,BT61525016,PAX01846,FLT00339,AIRCRAFT_UNLOAD,2024-01-15T14:21:00,EXCEPTION,
SCN00005845,BT39700374,PAX04957,FLT00052,AIRCRAFT_UNLOAD,2024-01-15T12:55:00,MISREAD,
SCN00005846,BT11565505,PAX00227,FLT00283,MAKEUP_BELT,2024-01-15T05:28:00,EXCEPTION,FLT00194
SCN00005847,BT75517389,PAX02954,FLT00023,CHECK_IN,2024-01-15T12:35:00,EXCEPTION,
SCN00005848,BT97024833,PAX00994,FLT00138,AIRCRAFT_LOAD,2024-01-15T14:22:00,OK,
SCN00005849,BT12387941,PAX01845,FLT00296,MAKEUP_BELT,2024-01-15T23:36:00,OK,
SCN00005850,BT58419630,PAX04186,FLT00367,CAROUSEL,2024-01-15T11:54:00,EXCEPTION,
SCN00005851,BT48597572,PAX05267,FLT00083,CHECK_IN,2024-01-15T05:20:00,MISREAD,FLT00332
SCN00005852,BT90236101,PAX00175,FLT00072,SCREENING,2024-01-15T07:46:00,OK,
SCN00005853,BT56715435,PAX00862,FLT00308,AIRCRAFT_UNLOAD,2024-01-15T20:41:00,MISREAD,
SCN00005854,BT12123747,PAX06907,FLT00305,CHECK_IN,2024-01-15T18:36:00,OK,FLT00176
SCN00005855,BT26104022,PAX07530,FLT00381,AIRCRAFT_UNLOAD,2024-01-15T07:30:00,EXCEPTION,
SCN00005856,BT71938372,PAX03877,FLT00325,MAKEUP_BELT,2024-01-15T02:42:00,OK,
SCN00005857,BT62539857,PAX05305,FLT00082,CAROUSEL,2024-01-15T06:57:00,MISREAD,
SCN00005858,BT48087525,PAX01608,FLT00376,AIRCRAFT_UNLOAD,2024-01-15T16:43:00,OK,
SCN00005859,BT95423995,PAX04572,FLT00389,CAROUSEL,2024-01-15T19:02:00,OK,
SCN00005860,BT10469150,PAX02107,FLT00285,AIRCRAFT_LOAD,2024-01-15T04:44:00,OK,
SCN00005861,BT61466264,PAX06415,FLT00345,MAKEUP_BELT,2024-01-15T09:45:00,OK,
SCN00005862,BT49641773,PAX00725,FLT00130,MAKEUP_BELT,2024-01-15T06:52:00,EXCEPTION,FLT00300
SCN00005863,BT68765794,PAX07682,FLT00152,MAKEUP_BELT,2024-01-15T09:26:00,OK,
SCN00005864,BT58765052,PAX04756,FLT00189,MAKEUP_BELT,2024-01-15T02:31:00,MISREAD,
SCN00005865,BT16676058,PAX01190,FLT00322,AIRCRAFT_UNLOAD,2024-01-15T02:37:00,EXCEPTION,
SCN00005866,BT56988543,PAX02499,FLT00241,SCREENING,2024-01-15T12:45:00,EXCEPTION,
SCN00005867,BT44128433,PAX01108,FLT00230,CAROUSEL,2024-01-15T06:44:00,MISREAD,
SCN00005868,BT65409278,PAX05155,FLT00048,CHECK_IN,2024-01-15T22:49:00,OK,
SCN00005869,BT31405901,PAX02139,FLT00166,CHECK_IN,2024-01-16T00:00:00,MISREAD,FLT00365
SCN00005870,BT67794991,PAX05448,FLT00153,AIRCRAFT_LOAD,2024-01-15T03:24:00,OK,
SCN00005871,BT66148977,PAX00050,FLT00226,MAKEUP_BELT,2024-01-15T05:50:00,EXCEPTION,FLT00220
SCN00005872,BT11711830,PAX01372,FLT00089,MAKEUP_BELT,2024-01-15T07:47:00,OK,
SCN00005873,BT37132629,PAX05413,FLT00338,CHECK_IN,2024-01-15T08:25:00,OK,
SCN00005874,BT70412306,PAX03451,FLT00096,SCREENING,2024-01-15T20:38:00,OK,
SCN00005875,BT56496785,PAX02451,FLT00036,AIRCRAFT_LOAD,2024-01-15T14:37:00,OK,
SCN00005876,BT22913709,PAX03182,FLT00127,AIRCRAFT_LOAD,2024-01-15T22:57:00,OK,
SCN00005877,BT83734495,PAX02197,FLT00284,SCREENING,2024-01-15T20:53:00,OK,
SCN00005878,BT92351274,PAX01673,FLT00109,TRANSFER_BELT,2024-01-15T22:51:00,EXCEPTION,FLT00318
SCN00005879,BT94635607,PAX07404,FLT00053,CHECK_IN,2024-01-15T20:32:00,OK,
SCN00005880,BT66812324,PAX05339,FLT00339,MAKEUP_BELT,2024-01-15T16:48:00,OK,FLT00032
SCN00005881,BT61374196,PAX02334,FLT00198,MAKEUP_BELT,2024-01-15T15:57:00,EXCEPTION,
SCN00005882,BT72214791,PAX04547,FLT00183,AIRCRAFT_LOAD,2024-01-15T07:47:00,OK,
SCN00005883,BT84501656,PAX02143,FLT00181,CHECK_IN,2024-01-15T04:39:00,OK,
SCN00005884,BT86986290,PAX04755,FLT00290,SCREENING,2024-01-15T14:09:00,EXCEPTION,
SCN00005885,BT87862790,PAX04743,FLT00088,AIRCRAFT_UNLOAD,2024-01-15T16:44:00,OK,
SCN00005886,BT79923012,PAX02821,FLT00322,MAKEUP_BELT,2024-01-15T05:39:00,OK,
SCN00005887,BT30552542,PAX02641,FLT00350,MAKEUP_BELT,2024-01-15T06:48:00,OK,
SCN00005888,BT82679492,PAX06237,FLT00210,MAKEUP_BELT,2024-01-15T21:15:00,OK,
SCN00005889,BT26399375,PAX07055,FLT00289,TRANSFER_BELT,2024-01-15T20:03:00,OK,FLT00400
SCN00005890,BT56827127,PAX01522,FLT00272,TRANSFER_BELT,2024-01-15T09:00:00,MISREAD,FLT00396
SCN00005891,BT15731884,PAX06965,FLT00174,SCREENING,2024-01-15T02:30:00,EXCEPTION,
SCN00005892,BT12009221,PAX06013,FLT00344,AIRCRAFT_UNLOAD,2024-01-15T09:40:00,OK,
SCN00005893,BT80772219,PAX02372,FLT00010,CHECK_IN,2024-01-15T16:42:00,EXCEPTION,
SCN00005894,BT63935119,PAX04854,FLT00073,CAROUSEL,2024-01-15T04:13:00,MISREAD,
SCN00005895,BT26511344,PAX06017,FLT00009,MAKEUP_BELT,2024-01-15T02:26:00,EXCEPTION,
SCN00005896,BT87663680,PAX03754,FLT00018,AIRCRAFT_UNLOAD,2024-01-15T14:04:00,EXCEPTION,
SCN00005897,BT51142480,PAX02854,FLT00362,MAKEUP_BELT,2024-01-15T02:50:00,EXCEPTION,
SCN00005898,BT25617165,PAX07288,FLT00159,SCREENING,2024-01-15T19:24:00,EXCEPTION,
SCN00005899,BT73192975,PAX01698,FLT00283,CAROUSEL,2024-01-15T12:25:00,OK,
SCN00005900,BT95058581,PAX02601,FLT00382,TRANSFER_BELT,2024-01-15T14:43:00,EXCEPTION,FLT00254
SCN00005901,BT66990273,PAX04984,FLT00162,AIRCRAFT_UNLOAD,2024-01-15T17:45:00,MISREAD,
SCN00005902,BT60617967,PAX01476,FLT00378,AIRCRAFT_LOAD,2024-01-15T09:44:00,OK,
SCN00005903,BT39318531,PAX01372,FLT00136,SCREENING,2024-01-15T18:41:00,OK,
SCN00005904,BT95188032,PAX05045,FLT00041,AIRCRAFT_UNLOAD,2024-01-15T03:22:00,OK,
SCN00005905,BT53103312,PAX05598,FLT00056,MAKEUP_BELT,2024-01-15T04:08:00,OK,
SCN00005906,BT12826250,PAX07314,FLT00230,AIRCRAFT_LOAD,2024-01-15T19:41:00,OK,
SCN00005907,BT87483835,PAX06392,FLT00260,AIRCRAFT_LOAD,2024-01-15T15:07:00,MISREAD,
SCN00005908,BT94968559,PAX06133,FLT00221,CHECK_IN,2024-01-15T14:05:00,OK,
SCN00005909,BT73188532,PAX06492,FLT00004,SCREENING,2024-01-15T11:08:00,OK,
SCN00005910,BT67412973,PAX06139,FLT00124,AIRCRAFT_LOAD,2024-01-15T10:32:00,OK,
SCN00005911,BT81687404,PAX00371,FLT00035,SCREENING,2024-01-15T04:34:00,MISREAD,
SCN00005912,BT35874262,PAX02354,FLT00039,SCREENING,2024-01-15T13:45:00,EXCEPTION,
SCN00005913,BT68712168,PAX06141,FLT00288,SCREENING,2024-01-15T16:07:00,OK,
SCN00005914,BT48513803,PAX03779,FLT00196,SCREENING,2024-01-15T02:51:00,EXCEPTION,
SCN00005915,BT71909709,PAX04413,FLT00247,TRANSFER_BELT,2024-01-15T09:48:00,OK,FLT00160
SCN00005916,BT26245985,PAX02299,FLT00166,MAKEUP_BELT,2024-01-15T16:15:00,OK,
SCN00005917,BT36037491,PAX00527,FLT00334,CHECK_IN,2024-01-15T15:31:00,MISREAD,
SCN00005918,BT89517758,PAX01443,FLT00208,AIRCRAFT_LOAD,2024-01-15T09:53:00,EXCEPTION,
SCN00005919,BT12527833,PAX00114,FLT00280,TRANSFER_BELT,2024-01-15T19:50:00,MISREAD,FLT00138
SCN00005920,BT40010151,PAX04496,FLT00100,CHECK_IN,2024-01-15T06:15:00,OK,
SCN00005921,BT59111385,PAX03883,FLT00260,CAROUSEL,2024-01-15T05:33:00,EXCEPTION,
SCN00005922,BT68192673,PAX00081,FLT00266,AIRCRAFT_UNLOAD,2024-01-15T03:36:00,OK,
SCN00005923,BT78216886,PAX05602,FLT00318,CHECK_IN,2024-01-15T06:25:00,OK,
SCN00005924,BT63975220,PAX06607,FLT00367,SCREENING,2024-01-15T20:58:00,MISREAD,
SCN00005925,BT68012969,PAX00538,FLT00240,SCREENING,2024-01-15T10:57:00,EXCEPTION,
SCN00005926,BT83163118,PAX03748,FLT00112,TRANSFER_BELT,2024-01-15T16:48:00,OK,FLT00041
SCN00005927,BT45152657,PAX04621,FLT00100,CAROUSEL,2024-01-15T05:11:00,MISREAD,
SCN00005928,BT70588980,PAX07463,FLT00069,TRANSFER_BELT,2024-01-15T07:10:00,MISREAD,FLT00379
SCN00005929,BT37034486,PAX04261,FLT00382,CHECK_IN,2024-01-15T12:25:00,OK,FLT00118
SCN00005930,BT10440936,PAX06359,FLT00329,AIRCRAFT_UNLOAD,2024-01-15T09:50:00,OK,
SCN00005931,BT97849807,PAX00663,FLT00206,MAKEUP_BELT,2024-01-15T18:43:00,EXCEPTION,
SCN00005932,BT34819751,PAX05943,FLT00245,SCREENING,2024-01-15T21:08:00,EXCEPTION,
SCN00005933,BT22852628,PAX01667,FLT00120,CAROUSEL,2024-01-15T18:12:00,OK,
SCN00005934,BT31658059,PAX05208,FLT00250,TRANSFER_BELT,2024-01-15T21:03:00,OK,FLT00287
SCN00005935,BT20092196,PAX02981,FLT00177,SCREENING,2024-01-15T21:47:00,OK,
SCN00005936,BT77626018,PAX04383,FLT00128,CHECK_IN,2024-01-15T07:58:00,OK,
SCN00005937,BT75321395,PAX00520,FLT00209,CHECK_IN,2024-01-15T10:08:00,OK,
SCN00005938,BT19753625,PAX07487,FLT00372,AIRCRAFT_LOAD,2024-01-15T19:47:00,EXCEPTION,
SCN00005939,BT30742075,PAX04186,FLT00253,MAKEUP_BELT,2024-01-15T22:24:00,OK,
SCN00005940,BT65517458,PAX07483,FLT00354,CAROUSEL,2024-01-15T10:33:00,MISREAD,
SCN00005941,BT10510117,PAX02774,FLT00356,CHECK_IN,2024-01-15T10:28:00,MISREAD,FLT00247
SCN00005942,BT82078519,PAX00611,FLT00089,AIRCRAFT_UNLOAD,2024-01-15T19:25:00,OK,
SCN00005943,BT95054226,PAX01814,FLT00309,CAROUSEL,2024-01-15T20:26:00,OK,
SCN00005944,BT86145015,PAX01830,FLT00388,CHECK_IN,2024-01-15T20:59:00,OK,
SCN00005945,BT34674103,PAX06449,FLT00230,CAROUSEL,2024-01-15T19:38:00,OK,
SCN00005946,BT86795741,PAX02854,FLT00128,AIRCRAFT_UNLOAD,2024-01-15T12:48:00,OK,
SCN00005947,BT66605517,PAX04834,FLT00265,CAROUSEL,2024-01-15T07:04:00,OK,
SCN00005948,BT33398788,PAX00351,FLT00225,SCREENING,2024-01-15T23:35:00,OK,
SCN00005949,BT65609613,PAX00813,FLT00348,CHECK_IN,2024-01-15T13:37:00,EXCEPTION,
SCN00005950,BT31379674,PAX01894,FLT00027,TRANSFER_BELT,2024-01-15T15:16:00,EXCEPTION,FLT00284
SCN00005951,BT13940437,PAX00529,FLT00348,AIRCRAFT_UNLOAD,2024-01-15T11:32:00,EXCEPTION,
SCN00005952,BT21361832,PAX02269,FLT00361,CHECK_IN,2024-01-15T07:08:00,MISREAD,
SCN00005953,BT10117495,PAX02092,FLT00151,AIRCRAFT_LOAD,2024-01-15T05:35:00,OK,
SCN00005954,BT85409053,PAX01652,FLT00388,AIRCRAFT_LOAD,2024-01-15T06:22:00,OK,
SCN00005955,BT51281428,PAX04128,FLT00169,AIRCRAFT_LOAD,2024-01-15T08:20:00,OK,
SCN00005956,BT83086704,PAX05297,FLT00285,AIRCRAFT_LOAD,2024-01-15T04:23:00,EXCEPTION,
SCN00005957,BT27439443,PAX06536,FLT00232,AIRCRAFT_LOAD,2024-01-15T15:54:00,OK,
SCN00005958,BT35264487,PAX05008,FLT00333,CAROUSEL,2024-01-15T13:19:00,OK,
SCN00005959,BT64712388,PAX04566,FLT00292,TRANSFER_BELT,2024-01-15T21:52:00,OK,FLT00219
SCN00005960,BT58282648,PAX06330,FLT00243,MAKEUP_BELT,2024-01-15T04:32:00,EXCEPTION,
SCN00005961,BT43689698,PAX05280,FLT00113,AIRCRAFT_LOAD,2024-01-15T15:48:00,OK,
SCN00005962,BT73837621,PAX06074,FLT00191,AIRCRAFT_LOAD,2024-01-15T04:55:00,MISREAD,
SCN00005963,BT39719626,PAX02808,FLT00247,AIRCRAFT_LOAD,2024-01-15T18:26:00,EXCEPTION,
SCN00005964,BT58612533,PAX04611,FLT00071,CAROUSEL,2024-01-15T22:48:00,OK,
SCN00005965,BT77793572,PAX01915,FLT00212,CHECK_IN,2024-01-15T20:17:00,MISREAD,
SCN00005966,BT35749854,PAX03603,FLT00150,MAKEUP_BELT,2024-01-15T20:28:00,MISREAD,
SCN00005967,BT35516008,PAX06215,FLT00318,AIRCRAFT_LOAD,2024-01-15T03:16:00,OK,
SCN00005968,BT45833311,PAX02658,FLT00003,SCREENING,2024-01-15T13:59:00,EXCEPTION,
SCN00005969,BT18353501,PAX01274,FLT00062,AIRCRAFT_LOAD,2024-01-15T19:38:00,OK,
SCN00005970,BT88881680,PAX04550,FLT00280,CHECK_IN,2024-01-15T15:35:00,OK,
SCN00005971,BT41426731,PAX03590,FLT00370,AIRCRAFT_LOAD,2024-01-15T09:06:00,OK,
SCN00005972,BT10342788,PAX01826,FLT00261,TRANSFER_BELT,2024-01-15T03:03:00,OK,FLT00110
SCN00005973,BT75880335,PAX02093,FLT00047,CAROUSEL,2024-01-15T07:21:00,EXCEPTION,
SCN00005974,BT83675199,PAX07683,FLT00005,AIRCRAFT_UNLOAD,2024-01-15T14:48:00,OK,
SCN00005975,BT26122691,PAX00125,FLT00269,AIRCRAFT_LOAD,2024-01-15T05:28:00,MISREAD,
SCN00005976,BT72078107,PAX07520,FLT00002,TRANSFER_BELT,2024-01-15T18:55:00,MISREAD,FLT00107
SCN00005977,BT93838498,PAX06478,FLT00106,CAROUSEL,2024-01-15T04:43:00,OK,
SCN00005978,BT50800908,PAX00265,FLT00086,CAROUSEL,2024-01-15T18:04:00,OK,
SCN00005979,BT34375393,PAX02941,FLT00022,CHECK_IN,2024-01-15T15:46:00,OK,
SCN00005980,BT58974409,PAX02617,FLT00244,MAKEUP_BELT,2024-01-15T19:47:00,EXCEPTION,
SCN00005981,BT29926155,PAX04549,FLT00037,CHECK_IN,2024-01-15T18:54:00,OK,
SCN00005982,BT62921286,PAX00486,FLT00173,MAKEUP_BELT,2024-01-15T18:20:00,OK,
SCN00005983,BT93960183,PAX06252,FLT00146,CHECK_IN,2024-01-15T03:44:00,MISREAD,
SCN00005984,BT13849600,PAX06115,FLT00221,AIRCRAFT_LOAD,2024-01-15T05:58:00,EXCEPTION,
SCN00005985,BT18970926,PAX05407,FLT00176,SCREENING,2024-01-15T04:42:00,EXCEPTION,
SCN00005986,BT12798015,PAX06591,FLT00355,SCREENING,2024-01-15T12:00:00,OK,
SCN00005987,BT60546962,PAX04922,FLT00238,CAROUSEL,2024-01-15T22:08:00,OK,
SCN00005988,BT49373003,PAX01745,FLT00118,TRANSFER_BELT,2024-01-15T15:12:00,MISREAD,FLT00233
SCN00005989,BT54042299,PAX03754,FLT00171,TRANSFER_BELT,2024-01-15T14:21:00,OK,FLT00203
SCN00005990,BT12241787,PAX03150,FLT00285,SCREENING,2024-01-15T11:09:00,OK,
SCN00005991,BT60025881,PAX01593,FLT00121,TRANSFER_BELT,2024-01-15T19:54:00,MISREAD,FLT00081
SCN00005992,BT94509825,PAX02542,FLT00312,CAROUSEL,2024-01-15T22:05:00,EXCEPTION,
SCN00005993,BT60622451,PAX05947,FLT00026,AIRCRAFT_UNLOAD,2024-01-15T05:56:00,MISREAD,
SCN00005994,BT52979487,PAX04240,FLT00285,CHECK_IN,2024-01-15T11:50:00,OK,
SCN00005995,BT12637517,PAX01581,FLT00215,SCREENING,2024-01-15T12:26:00,MISREAD,
SCN00005996,BT54780981,PAX00863,FLT00071,TRANSFER_BELT,2024-01-15T15:19:00,OK,FLT00290
SCN00005997,BT42364409,PAX07100,FLT00231,AIRCRAFT_UNLOAD,2024-01-15T03:55:00,OK,
SCN00005998,BT91514114,PAX01707,FLT00012,AIRCRAFT_UNLOAD,2024-01-15T11:56:00,OK,
SCN00005999,BT19416082,PAX05624,FLT00084,CHECK_IN,2024-01-15T08:44:00,OK,
SCN00006000,BT53425075,PAX02707,FLT00226,AIRCRAFT_UNLOAD,2024-01-15T22:50:00,MISREAD,
SCN00006001,BT15492210,PAX03895,FLT00095,MAKEUP_BELT,2024-01-15T15:41:00,EXCEPTION,
SCN00006002,BT84761345,PAX03975,FLT00068,SCREENING,2024-01-15T03:57:00,EXCEPTION,
SCN00006003,BT66250312,PAX02855,FLT00229,TRANSFER_BELT,2024-01-15T19:59:00,OK,FLT00227
SCN00006004,BT19891997,PAX05304,FLT00349,MAKEUP_BELT,2024-01-15T05:43:00,OK,
SCN00006005,BT41694617,PAX03269,FLT00249,AIRCRAFT_LOAD,2024-01-15T18:29:00,EXCEPTION,
SCN00006006,BT91363583,PAX02960,FLT00297,CAROUSEL,2024-01-15T23:58:00,OK,
SCN00006007,BT27797295,PAX02223,FLT00308,AIRCRAFT_LOAD,2024-01-15T18:21:00,OK,
SCN00006008,BT89101664,PAX03455,FLT00242,MAKEUP_BELT,2024-01-15T13:12:00,EXCEPTION,
SCN00006009,BT25873929,PAX06628,FLT00068,CHECK_IN,2024-01-15T22:38:00,OK,
SCN00006010,BT99928023,PAX00196,FLT00084,AIRCRAFT_UNLOAD,2024-01-15T23:19:00,OK,
SCN00006011,BT37296885,PAX04587,FLT00378,AIRCRAFT_UNLOAD,2024-01-15T06:43:00,EXCEPTION,
SCN00006012,BT69978126,PAX03307,FLT00293,MAKEUP_BELT,2024-01-15T06:07:00,OK,
SCN00006013,BT61926405,PAX03989,FLT00139,TRANSFER_BELT,2024-01-15T20:38:00,MISREAD,FLT00220
SCN00006014,BT77942112,PAX04951,FLT00299,AIRCRAFT_LOAD,2024-01-15T22:33:00,OK,
SCN00006015,BT74280797,PAX04246,FLT00218,SCREENING,2024-01-15T21:16:00,OK,
SCN00006016,BT49865086,PAX01002,FLT00277,CAROUSEL,2024-01-15T10:10:00,OK,
SCN00006017,BT93647651,PAX02338,FLT00313,CHECK_IN,2024-01-15T11:36:00,OK,
SCN00006018,BT47424925,PAX01526,FLT00235,CHECK_IN,2024-01-15T17:27:00,OK,
SCN00006019,BT46600419,PAX02815,FLT00372,SCREENING,2024-01-15T18:23:00,MISREAD,
SCN00006020,BT18175520,PAX04929,FLT00172,MAKEUP_BELT,2024-01-15T17:42:00,OK,
SCN00006021,BT47213976,PAX07413,FLT00029,AIRCRAFT_LOAD,2024-01-15T12:50:00,OK,
SCN00006022,BT42975698,PAX05005,FLT00064,MAKEUP_BELT,2024-01-15T15:01:00,OK,
SCN00006023,BT83301442,PAX01380,FLT00287,CHECK_IN,2024-01-15T09:47:00,OK,
SCN00006024,BT90306501,PAX04992,FLT00353,CHECK_IN,2024-01-15T02:38:00,MISREAD,
